Category	Value	Fon Kodu	Tarih
Katılma Hesabı (TL)	6,59	AIS	2024-02-04
Özel Sektör Tahvili	4,68	AIS	2024-02-04
Özel Sektör Kira Sertifikaları	81,21	VFK	2024-02-04
Diğer	1,93	VFK	2024-02-04
Katılma Hesabı (TL)	16,86	VFK	2024-02-04
Özel Sektör Tahvili	31,85	TI6	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,02	TI6	2024-02-04
Finansman Bonosu	28,62	TI6	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,99	TI6	2024-02-04
Devlet Tahvili	25,51	TI6	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	3,3	TI6	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	6,16	TI6	2024-02-04
Ters-Repo	3,55	TI6	2024-02-04
Özel Sektör Kira Sertifikaları	52,81	YFV	2024-02-04
Hisse Senedi	2,73	YFV	2024-02-04
Kamu Kira Sertifikaları (TL)	33,27	YFV	2024-02-04
Kamu Kira Sertifikaları (Döviz)	11,19	YFV	2024-02-04
Özel Sektör Kira Sertifikaları	73,61	RBV	2024-02-04
Kamu Kira Sertifikaları (TL)	2,67	RBV	2024-02-04
Katılma Hesabı (TL)	23,72	RBV	2024-02-04
Katılma Hesabı (TL)	40,14	KLU	2024-02-04
Diğer	24,51	KLU	2024-02-04
Özel Sektör Kira Sertifikaları	35,35	KLU	2024-02-04
Finansman Bonosu	50,52	OSL	2024-02-04
Diğer	0,03	OSL	2024-02-04
Özel Sektör Tahvili	18,78	OSL	2024-02-04
Kamu Kira Sertifikaları (TL)	0,48	OSL	2024-02-04
Takasbank Para Piyasası	11,39	OSL	2024-02-04
Ters-Repo	3,37	OSL	2024-02-04
Devlet Tahvili	10,44	OSL	2024-02-04
Özel Sektör Kira Sertifikaları	4,99	OSL	2024-02-04
Finansman Bonosu	64,83	DBK	2024-02-04
Mevduat (TL)	0,03	DBK	2024-02-04
Özel Sektör Tahvili	14,87	DBK	2024-02-04
Diğer	2,43	DBK	2024-02-04
Ters-Repo	7,2	DBK	2024-02-04
Devlet Tahvili	2,89	DBK	2024-02-04
Özel Sektör Kira Sertifikaları	3,98	DBK	2024-02-04
Varlığa Dayalı Menkul Kıymetler	3,77	DBK	2024-02-04
Devlet Tahvili	69,51	YOT	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,08	YOT	2024-02-04
Finansman Bonosu	11,36	YOT	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,29	YOT	2024-02-04
Hisse Senedi	6,53	YOT	2024-02-04
Özel Sektör Tahvili	2,11	YOT	2024-02-04
Yatırım Fonları Katılma Payları	4,49	YOT	2024-02-04
Kamu Dış Borçlanma Araçları	2,37	YOT	2024-02-04
Mevduat (TL)	3,26	YOT	2024-02-04
Hisse Senedi	69,71	TMV	2024-02-04
Finansman Bonosu	5,18	TMV	2024-02-04
Vadeli İşlemler Nakit Teminatları	25,11	TMV	2024-02-04
Finansman Bonosu	56,44	FPK	2024-02-04
Mevduat (TL)	1,54	FPK	2024-02-04
Diğer	16,48	FPK	2024-02-04
Özel Sektör Tahvili	1,67	FPK	2024-02-04
Devlet Tahvili	10,8	FPK	2024-02-04
Ters-Repo	6,1	FPK	2024-02-04
Takasbank Para Piyasası	6,97	FPK	2024-02-04
Özel Sektör Kira Sertifikaları	73,6	KTV	2024-02-04
Kamu Kira Sertifikaları (TL)	0,14	KTV	2024-02-04
Katılma Hesabı (TL)	18,49	KTV	2024-02-04
Diğer	7,77	KTV	2024-02-04
Özel Sektör Kira Sertifikaları	85,49	MPF	2024-02-04
Katılma Hesabı (TL)	14,51	MPF	2024-02-04
Finansman Bonosu	49,36	TOT	2024-02-04
Devlet Tahvili	0,35	TOT	2024-02-04
Özel Sektör Tahvili	29,92	TOT	2024-02-04
Mevduat (TL)	1,49	TOT	2024-02-04
Takasbank Para Piyasası	8,48	TOT	2024-02-04
Özel Sektör Kira Sertifikaları	4,81	TOT	2024-02-04
Diğer	5,59	TOT	2024-02-04
Ters-Repo	50,2	TCB	2024-02-04
Takasbank Para Piyasası	0,12	TCB	2024-02-04
Finansman Bonosu	31,84	TCB	2024-02-04
Mevduat (TL)	17,84	TCB	2024-02-04
Ters-Repo	77,47	HSL	2024-02-04
Finansman Bonosu	0,37	HSL	2024-02-04
Takasbank Para Piyasası	13,82	HSL	2024-02-04
Katılma Hesabı (TL)	0,63	HSL	2024-02-04
Mevduat (TL)	7,71	HSL	2024-02-04
Özel Sektör Kira Sertifikaları	56,66	KTN	2024-02-04
Yatırım Fonları Katılma Payları	0,69	KTN	2024-02-04
Diğer	20,46	KTN	2024-02-04
Katılma Hesabı (TL)	7,8	KTN	2024-02-04
Kamu Kira Sertifikaları (TL)	14,39	KTN	2024-02-04
Ters-Repo	77,64	EIL	2024-02-04
Finansman Bonosu	4,12	EIL	2024-02-04
Takasbank Para Piyasası	18,24	EIL	2024-02-04
Finansman Bonosu	35,4	HPT	2024-02-04
Özel Sektör Kira Sertifikaları	1,03	HPT	2024-02-04
Devlet Tahvili	25,63	HPT	2024-02-04
Mevduat (TL)	2,01	HPT	2024-02-04
Takasbank Para Piyasası	12,51	HPT	2024-02-04
Diğer	7,05	HPT	2024-02-04
Özel Sektör Tahvili	8,68	HPT	2024-02-04
Ters-Repo	7,69	HPT	2024-02-04
Özel Sektör Kira Sertifikaları	87,35	IAT	2024-02-04
Kamu Kira Sertifikaları (TL)	12,65	IAT	2024-02-04
Finansman Bonosu	54,23	AUT	2024-02-04
Takasbank Para Piyasası	1,68	AUT	2024-02-04
Özel Sektör Tahvili	16,62	AUT	2024-02-04
Diğer	1,72	AUT	2024-02-04
Hisse Senedi	15,1	AUT	2024-02-04
Ters-Repo	1,86	AUT	2024-02-04
Özel Sektör Kira Sertifikaları	4,49	AUT	2024-02-04
Mevduat (TL)	1,89	AUT	2024-02-04
Devlet Tahvili	2,41	AUT	2024-02-04
Devlet Tahvili	31,74	FI3	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,01	FI3	2024-02-04
Finansman Bonosu	23,09	FI3	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	0,43	FI3	2024-02-04
Diğer	20,54	FI3	2024-02-04
Mevduat (TL)	0,77	FI3	2024-02-04
Takasbank Para Piyasası	9,35	FI3	2024-02-04
Yatırım Fonları Katılma Payları	1,73	FI3	2024-02-04
Özel Sektör Tahvili	8,12	FI3	2024-02-04
Hisse Senedi	4,22	FI3	2024-02-04
Özel Sektör Kira Sertifikaları	92,14	RBT	2024-02-04
Katılma Hesabı (TL)	3,09	RBT	2024-02-04
Kamu Kira Sertifikaları (TL)	4,77	RBT	2024-02-04
Özel Sektör Kira Sertifikaları	60,77	OTK	2024-02-04
Yabancı Hisse Senedi	12,56	OTK	2024-02-04
Hisse Senedi	26,67	OTK	2024-02-04
Finansman Bonosu	49,09	DBB	2024-02-04
Mevduat (TL)	0,73	DBB	2024-02-04
Devlet Tahvili	19,99	DBB	2024-02-04
Diğer	1,75	DBB	2024-02-04
Özel Sektör Tahvili	15,44	DBB	2024-02-04
Varlığa Dayalı Menkul Kıymetler	1,96	DBB	2024-02-04
Takasbank Para Piyasası	8,89	DBB	2024-02-04
Özel Sektör Kira Sertifikaları	2,15	DBB	2024-02-04
Yabancı Hisse Senedi	33,49	PPS	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,35	PPS	2024-02-04
Yabancı Borsa Yatırım Fonları	30,03	PPS	2024-02-04
Takasbank Para Piyasası	13,18	PPS	2024-02-04
Yatırım Fonları Katılma Payları	19,95	PPS	2024-02-04
Yabancı Hisse Senedi	62,69	YJH	2024-02-04
Mevduat (Döviz)	2,33	YJH	2024-02-04
Hisse Senedi	15,75	YJH	2024-02-04
Yatırım Fonları Katılma Payları	3,83	YJH	2024-02-04
Özel Sektör Tahvili	15,4	YJH	2024-02-04
Yatırım Fonları Katılma Payları	99,56	GKS	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,44	GKS	2024-02-04
Yabancı Hisse Senedi	58,69	GZH	2024-02-04
Mevduat (Döviz)	0,24	GZH	2024-02-04
Hisse Senedi	20,57	GZH	2024-02-04
Finansman Bonosu	1,3	GZH	2024-02-04
Yabancı Borsa Yatırım Fonları	6,31	GZH	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,75	GZH	2024-02-04
Özel Sektör Tahvili	3,88	GZH	2024-02-04
Özel Sektör Dış Borçlanma Araçları	3,57	GZH	2024-02-04
Takasbank Para Piyasası	3,69	GZH	2024-02-04
Ters-Repo	63,04	MBL	2024-02-04
Diğer	1,92	MBL	2024-02-04
Takasbank Para Piyasası	18,98	MBL	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,77	MBL	2024-02-04
Finansman Bonosu	11,29	MBL	2024-02-04
Devlet Tahvili	74,93	FIT	2024-02-04
Diğer	2,04	FIT	2024-02-04
Finansman Bonosu	10,89	FIT	2024-02-04
Özel Sektör Tahvili	5,35	FIT	2024-02-04
Takasbank Para Piyasası	6,79	FIT	2024-02-04
Devlet Tahvili	78,16	HST	2024-02-04
Özel Sektör Kira Sertifikaları	0,83	HST	2024-02-04
Takasbank Para Piyasası	8,43	HST	2024-02-04
Diğer	2,75	HST	2024-02-04
Finansman Bonosu	6,91	HST	2024-02-04
Özel Sektör Tahvili	2,92	HST	2024-02-04
Devlet Tahvili	82,44	TBT	2024-02-04
Özel Sektör Kira Sertifikaları	0,22	TBT	2024-02-04
Takasbank Para Piyasası	9,04	TBT	2024-02-04
Döviz Cinsi Kamu İç Borçlanma Araçları	0,32	TBT	2024-02-04
Finansman Bonosu	4,15	TBT	2024-02-04
Diğer	1,27	TBT	2024-02-04
Özel Sektör Tahvili	2,56	TBT	2024-02-04
Devlet Tahvili	49,63	TPF	2024-02-04
Özel Sektör Tahvili	-0,01	TPF	2024-02-04
Finansman Bonosu	40,76	TPF	2024-02-04
Takasbank Para Piyasası	1,5	TPF	2024-02-04
Hisse Senedi	4,41	TPF	2024-02-04
Mevduat (TL)	1,63	TPF	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,08	TPF	2024-02-04
Yabancı Hisse Senedi	96,97	AOY	2024-02-04
Takasbank Para Piyasası	1,45	AOY	2024-02-04
Diğer	3,47	AOY	2024-02-04
Devlet Tahvili	69,7	APT	2024-02-04
Takasbank Para Piyasası	1,96	APT	2024-02-04
Finansman Bonosu	17,96	APT	2024-02-04
Ters-Repo	5,16	APT	2024-02-04
Özel Sektör Tahvili	5,35	APT	2024-02-04
Hisse Senedi	92,9	BUY	2024-02-04
Mevduat (TL)	0,41	BUY	2024-02-04
Takasbank Para Piyasası	4,73	BUY	2024-02-04
Devlet Tahvili	0,92	BUY	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,04	BUY	2024-02-04
Hisse Senedi	89,93	VAY	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,85	VAY	2024-02-04
Takasbank Para Piyasası	7,1	VAY	2024-02-04
Mevduat (TL)	0,89	VAY	2024-02-04
Borsa Yatırım Fonları Katılma Payları	1,23	VAY	2024-02-04
Mevduat (Döviz)	27,42	ONK	2024-02-04
Kamu Dış Borçlanma Araçları	2,17	ONK	2024-02-04
Ters-Repo	20,89	ONK	2024-02-04
Yabancı Kamu Borçlanma Araçları	4,05	ONK	2024-02-04
Döviz Cinsi Kamu İç Borçlanma Araçları	15,64	ONK	2024-02-04
Yatırım Fonları Katılma Payları	6,59	ONK	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	12,41	ONK	2024-02-04
Özel Sektör Dış Borçlanma Araçları	10,83	ONK	2024-02-04
Hisse Senedi	96,43	ONE	2024-02-04
Yatırım Fonları Katılma Payları	3,57	ONE	2024-02-04
Hisse Senedi	94,14	ASJ	2024-02-04
Yatırım Fonları Katılma Payları	5,86	ASJ	2024-02-04
Yatırım Fonları Katılma Payları	65,34	EYT	2024-02-04
Yabancı Borsa Yatırım Fonları	1,47	EYT	2024-02-04
Kıymetli Madenler Cinsinden BYF	12,15	EYT	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	1,78	EYT	2024-02-04
Hisse Senedi	11,99	EYT	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	1,97	EYT	2024-02-04
Ters-Repo	3,02	EYT	2024-02-04
Mevduat (Döviz)	2,28	EYT	2024-02-04
Hisse Senedi	88,02	BUL	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,2	BUL	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	6,01	BUL	2024-02-04
Yatırım Fonları Katılma Payları	3,77	BUL	2024-02-04
Yabancı Hisse Senedi	76,4	GPT	2024-02-04
Hisse Senedi	23,6	GPT	2024-02-04
Yabancı Borsa Yatırım Fonları	75,05	MTS	2024-02-04
Yatırım Fonları Katılma Payları	24,95	MTS	2024-02-04
Yabancı Hisse Senedi	63,46	CPU	2024-02-04
Yatırım Fonları Katılma Payları	9,13	CPU	2024-02-04
Hisse Senedi	27,41	CPU	2024-02-04
Hisse Senedi	88,63	LLA	2024-02-04
Yatırım Fonları Katılma Payları	11,37	LLA	2024-02-04
Mevduat (Döviz)	82,78	AS1	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,04	AS1	2024-02-04
Yabancı Hisse Senedi	8,69	AS1	2024-02-04
Yabancı Borsa Yatırım Fonları	2,54	AS1	2024-02-04
Yatırım Fonları Katılma Payları	4,95	AS1	2024-02-04
Hisse Senedi	89,69	DEF	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,43	DEF	2024-02-04
Yatırım Fonları Katılma Payları	5,88	DEF	2024-02-04
Hisse Senedi	91,25	GIH	2024-02-04
Yatırım Fonları Katılma Payları	8,75	GIH	2024-02-04
Hisse Senedi	84,5	AEV	2024-02-04
Yatırım Fonları Katılma Payları	15,5	AEV	2024-02-04
Hisse Senedi	79,74	IHZ	2024-02-04
Yatırım Fonları Katılma Payları	20,26	IHZ	2024-02-04
Hisse Senedi	63,36	IHA	2024-02-04
Yatırım Fonları Katılma Payları	36,64	IHA	2024-02-04
Hisse Senedi	96,88	AOJ	2024-02-04
Yatırım Fonları Katılma Payları	3,12	AOJ	2024-02-04
Hisse Senedi	85,08	KHT	2024-02-04
Yatırım Fonları Katılma Payları	14,92	KHT	2024-02-04
Hisse Senedi	68,64	KST	2024-02-04
Yatırım Fonları Katılma Payları	1,17	KST	2024-02-04
Katılma Hesabı (TL)	30,19	KST	2024-02-04
Mevduat (TL)	47,16	PRU	2024-02-04
Takasbank Para Piyasası	7,86	PRU	2024-02-04
Finansman Bonosu	44,98	PRU	2024-02-04
Kıymetli Madenler	94,72	PKF	2024-02-04
Katılma Hesabı (TL)	0,99	PKF	2024-02-04
Hisse Senedi	3,27	PKF	2024-02-04
Özel Sektör Kira Sertifikaları	1,02	PKF	2024-02-04
Yatırım Fonları Katılma Payları	91,56	PFS	2024-02-04
Diğer	1,65	PFS	2024-02-04
Takasbank Para Piyasası	6,79	PFS	2024-02-04
Ters-Repo	66,61	PPT	2024-02-04
Finansman Bonosu	14,51	PPT	2024-02-04
Takasbank Para Piyasası	18,88	PPT	2024-02-04
Özel Sektör Kira Sertifikaları	90,62	KSK	2024-02-04
Katılma Hesabı (TL)	9,38	KSK	2024-02-04
Hisse Senedi	88,48	KTI	2024-02-04
Katılma Hesabı (TL)	4,93	KTI	2024-02-04
Yatırım Fonları Katılma Payları	6,59	KTI	2024-02-04
Takasbank Para Piyasası	55,61	KVS	2024-02-04
Katılma Hesabı (TL)	0,01	KVS	2024-02-04
Mevduat (TL)	20,87	KVS	2024-02-04
Özel Sektör Kira Sertifikaları	4,17	KVS	2024-02-04
Finansman Bonosu	14,22	KVS	2024-02-04
Özel Sektör Tahvili	5,12	KVS	2024-02-04
Kıymetli Madenler	51,09	KMF	2024-02-04
Katılma Hesabı (TL)	2,79	KMF	2024-02-04
Yatırım Fonları Katılma Payları	13,86	KMF	2024-02-04
Hisse Senedi	3,47	KMF	2024-02-04
Yabancı Hisse Senedi	8,6	KMF	2024-02-04
Yabancı Borsa Yatırım Fonları	4,12	KMF	2024-02-04
Kıymetli Madenler Cinsinden BYF	8,22	KMF	2024-02-04
Borsa Yatırım Fonları Katılma Payları	7,85	KMF	2024-02-04
Özel Sektör Dış Borçlanma Araçları	62,53	ZMT	2024-02-04
Diğer	-0,18	ZMT	2024-02-04
Yatırım Fonları Katılma Payları	27,57	ZMT	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,59	ZMT	2024-02-04
Finansman Bonosu	3,84	ZMT	2024-02-04
Mevduat (Döviz)	2,51	ZMT	2024-02-04
Mevduat (TL)	3,14	ZMT	2024-02-04
Hisse Senedi	93,35	PAF	2024-02-04
Mevduat (TL)	0,5	PAF	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,13	PAF	2024-02-04
Ters-Repo	2,02	PAF	2024-02-04
Hisse Senedi	87,47	BST	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,71	BST	2024-02-04
Mevduat (TL)	7,82	BST	2024-02-04
Finansman Bonosu	89,02	BBF	2024-02-04
Mevduat (TL)	0,54	BBF	2024-02-04
Devlet Tahvili	7,57	BBF	2024-02-04
Ters-Repo	2,87	BBF	2024-02-04
Hisse Senedi	67,31	BHF	2024-02-04
Mevduat (TL)	1,57	BHF	2024-02-04
Vadeli İşlemler Nakit Teminatları	27,4	BHF	2024-02-04
Ters-Repo	3,72	BHF	2024-02-04
Hisse Senedi	84,73	BIH	2024-02-04
Mevduat (TL)	0,68	BIH	2024-02-04
Vadeli İşlemler Nakit Teminatları	11,53	BIH	2024-02-04
Ters-Repo	3,06	BIH	2024-02-04
Özel Sektör Dış Borçlanma Araçları	63,85	AC6	2024-02-04
Mevduat (Döviz)	0,57	AC6	2024-02-04
Yabancı Kamu Borçlanma Araçları	34,93	AC6	2024-02-04
Mevduat (TL)	0,65	AC6	2024-02-04
Katılma Hesabı (TL)	91,02	AC1	2024-02-04
Özel Sektör Kira Sertifikaları	8,98	AC1	2024-02-04
Finansman Bonosu	34,27	AC4	2024-02-04
Özel Sektör Kira Sertifikaları	0,6	AC4	2024-02-04
Ters-Repo	21,99	AC4	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,78	AC4	2024-02-04
Takasbank Para Piyasası	19,9	AC4	2024-02-04
Katılma Hesabı (TL)	3,44	AC4	2024-02-04
Mevduat (TL)	19,02	AC4	2024-02-04
Hisse Senedi	92,02	BHI	2024-02-04
Mevduat (TL)	0,05	BHI	2024-02-04
Vadeli İşlemler Nakit Teminatları	5,02	BHI	2024-02-04
Yatırım Fonları Katılma Payları	2,91	BHI	2024-02-04
Yabancı Hisse Senedi	68,05	BVV	2024-02-04
Mevduat (TL)	0,03	BVV	2024-02-04
Takasbank Para Piyasası	12,0	BVV	2024-02-04
Finansman Bonosu	1,8	BVV	2024-02-04
Hisse Senedi	11,63	BVV	2024-02-04
Vadeli İşlemler Nakit Teminatları	2,68	BVV	2024-02-04
Yatırım Fonları Katılma Payları	3,81	BVV	2024-02-04
Hisse Senedi	96,83	DTL	2024-02-04
Mevduat (TL)	0,95	DTL	2024-02-04
Takasbank Para Piyasası	2,22	DTL	2024-02-04
Hisse Senedi	82,3	DXP	2024-02-04
Mevduat (TL)	17,7	DXP	2024-02-04
Hisse Senedi	93,07	DKH	2024-02-04
Katılma Hesabı (TL)	6,93	DKH	2024-02-04
Ters-Repo	61,42	DOV	2024-02-04
Mevduat (Döviz)	15,94	DOV	2024-02-04
Özel Sektör Dış Borçlanma Araçları	22,64	DOV	2024-02-04
Hisse Senedi	77,72	FSG	2024-02-04
Yatırım Fonları Katılma Payları	1,15	FSG	2024-02-04
Ters-Repo	12,04	FSG	2024-02-04
Takasbank Para Piyasası	9,09	FSG	2024-02-04
Ters-Repo	60,84	FBI	2024-02-04
Takasbank Para Piyasası	0,02	FBI	2024-02-04
Özel Sektör Dış Borçlanma Araçları	15,16	FBI	2024-02-04
Kamu Dış Borçlanma Araçları	2,4	FBI	2024-02-04
Yabancı Kamu Borçlanma Araçları	13,93	FBI	2024-02-04
Mevduat (Döviz)	7,65	FBI	2024-02-04
Yatırım Fonları Katılma Payları	54,05	FSH	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,28	FSH	2024-02-04
Yabancı Borsa Yatırım Fonları	29,48	FSH	2024-02-04
Ters-Repo	2,96	FSH	2024-02-04
Yabancı Hisse Senedi	9,85	FSH	2024-02-04
Takasbank Para Piyasası	3,38	FSH	2024-02-04
Özel Sektör Dış Borçlanma Araçları	70,61	FSR	2024-02-04
Takasbank Para Piyasası	0,05	FSR	2024-02-04
Ters-Repo	20,51	FSR	2024-02-04
Mevduat (Döviz)	8,83	FSR	2024-02-04
Özel Sektör Dış Borçlanma Araçları	96,69	FMR	2024-02-04
Takasbank Para Piyasası	3,31	FMR	2024-02-04
Hisse Senedi	81,9	GO9	2024-02-04
Mevduat (TL)	0,15	GO9	2024-02-04
Vadeli İşlemler Nakit Teminatları	17,95	GO9	2024-02-04
Özel Sektör Kira Sertifikaları	33,39	FCK	2024-02-04
Katılma Hesabı (Döviz)	10,91	FCK	2024-02-04
Hisse Senedi	24,72	FCK	2024-02-04
Katılma Hesabı (TL)	11,53	FCK	2024-02-04
Yatırım Fonları Katılma Payları	19,45	FCK	2024-02-04
Hisse Senedi	52,43	FBC	2024-02-04
Yatırım Fonları Katılma Payları	1,9	FBC	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	11,37	FBC	2024-02-04
Borsa Yatırım Fonları Katılma Payları	5,16	FBC	2024-02-04
Kıymetli Madenler Cinsinden BYF	9,72	FBC	2024-02-04
Yabancı Hisse Senedi	5,41	FBC	2024-02-04
Diğer	8,37	FBC	2024-02-04
Katılma Hesabı (TL)	5,64	FBC	2024-02-04
Hisse Senedi	84,45	GBH	2024-02-04
Ters-Repo	1,6	GBH	2024-02-04
Vadeli İşlemler Nakit Teminatları	9,89	GBH	2024-02-04
Takasbank Para Piyasası	4,06	GBH	2024-02-04
Hisse Senedi	81,1	HKM	2024-02-04
Mevduat (TL)	0,01	HKM	2024-02-04
Yatırım Fonları Katılma Payları	13,1	HKM	2024-02-04
Vadeli İşlemler Nakit Teminatları	5,79	HKM	2024-02-04
Hisse Senedi	82,54	HJB	2024-02-04
Mevduat (TL)	0,01	HJB	2024-02-04
Yatırım Fonları Katılma Payları	10,91	HJB	2024-02-04
Diğer	2,06	HJB	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,3	HJB	2024-02-04
Finansman Bonosu	2,18	HJB	2024-02-04
Hisse Senedi	89,89	HDA	2024-02-04
Mevduat (TL)	0,01	HDA	2024-02-04
Vadeli İşlemler Nakit Teminatları	7,32	HDA	2024-02-04
Yatırım Fonları Katılma Payları	2,78	HDA	2024-02-04
Hisse Senedi	81,13	HGM	2024-02-04
Mevduat (TL)	0,17	HGM	2024-02-04
Yatırım Fonları Katılma Payları	15,68	HGM	2024-02-04
Finansman Bonosu	1,23	HGM	2024-02-04
Diğer	1,79	HGM	2024-02-04
Finansman Bonosu	51,75	KSA	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,32	KSA	2024-02-04
Ters-Repo	23,56	KSA	2024-02-04
Özel Sektör Kira Sertifikaları	0,46	KSA	2024-02-04
Diğer	15,16	KSA	2024-02-04
Özel Sektör Tahvili	4,04	KSA	2024-02-04
Mevduat (TL)	4,71	KSA	2024-02-04
Hisse Senedi	95,92	FNT	2024-02-04
Yatırım Fonları Katılma Payları	4,08	FNT	2024-02-04
Hisse Senedi	95,16	HDK	2024-02-04
Repo	-10,17	HDK	2024-02-04
Vadeli İşlemler Nakit Teminatları	8,24	HDK	2024-02-04
Mevduat (TL)	0,42	HDK	2024-02-04
Yatırım Fonları Katılma Payları	6,35	HDK	2024-02-04
Özel Sektör Kira Sertifikaları	39,16	CVK	2024-02-04
Kamu Kira Sertifikaları (TL)	0,26	CVK	2024-02-04
Hisse Senedi	30,38	CVK	2024-02-04
Kamu Kira Sertifikaları (Döviz)	4,94	CVK	2024-02-04
Diğer	19,96	CVK	2024-02-04
Katılma Hesabı (TL)	5,3	CVK	2024-02-04
Hisse Senedi	46,7	IDN	2024-02-04
Özel Sektör Tahvili	3,52	IDN	2024-02-04
Vadeli İşlemler Nakit Teminatları	34,3	IDN	2024-02-04
Yatırım Fonları Katılma Payları	15,48	IDN	2024-02-04
Finansman Bonosu	41,59	IRY	2024-02-04
Özel Sektör Kira Sertifikaları	0,53	IRY	2024-02-04
Ters-Repo	27,68	IRY	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,73	IRY	2024-02-04
Mevduat (TL)	18,2	IRY	2024-02-04
Diğer	2,82	IRY	2024-02-04
Katılma Hesabı (TL)	4,51	IRY	2024-02-04
Takasbank Para Piyasası	3,94	IRY	2024-02-04
Hisse Senedi	92,66	GSM	2024-02-04
Yatırım Fonları Katılma Payları	7,34	GSM	2024-02-04
Yabancı Borsa Yatırım Fonları	66,17	IRO	2024-02-04
Diğer	0,01	IRO	2024-02-04
Yabancı Hisse Senedi	20,31	IRO	2024-02-04
Hisse Senedi	3,84	IRO	2024-02-04
Yatırım Fonları Katılma Payları	9,67	IRO	2024-02-04
Kamu Kira Sertifikaları (Döviz)	96,58	CKS	2024-02-04
Özel Sektör Yurt Dışı Kira Sertifikaları	1,66	CKS	2024-02-04
Özel Sektör Kira Sertifikaları	1,76	CKS	2024-02-04
Ters-Repo	76,21	ONS	2024-02-04
Mevduat (Döviz)	3,6	ONS	2024-02-04
Özel Sektör Dış Borçlanma Araçları	6,36	ONS	2024-02-04
Kamu Dış Borçlanma Araçları	3,75	ONS	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	5,94	ONS	2024-02-04
Yabancı Kamu Borçlanma Araçları	4,14	ONS	2024-02-04
Hisse Senedi	89,57	BIO	2024-02-04
Özel Sektör Tahvili	1,1	BIO	2024-02-04
Takasbank Para Piyasası	9,33	BIO	2024-02-04
Yatırım Fonları Katılma Payları	45,93	EDU	2024-02-04
Yabancı Borsa Yatırım Fonları	3,01	EDU	2024-02-04
Ters-Repo	19,74	EDU	2024-02-04
Vadeli İşlemler Nakit Teminatları	6,66	EDU	2024-02-04
Hisse Senedi	16,81	EDU	2024-02-04
Yabancı Kamu Borçlanma Araçları	7,85	EDU	2024-02-04
Finansman Bonosu	48,5	KPP	2024-02-04
Mevduat (TL)	11,14	KPP	2024-02-04
Ters-Repo	40,36	KPP	2024-02-04
Hisse Senedi	94,94	KPU	2024-02-04
Yatırım Fonları Katılma Payları	5,06	KPU	2024-02-04
Mevduat (Döviz)	104,78	NVZ	2024-02-04
Diğer	-3,39	NVZ	2024-02-04
Mevduat (TL)	0,05	NVZ	2024-02-04
Özel Sektör Dış Borçlanma Araçları	-1,44	NVZ	2024-02-04
Özel Sektör Dış Borçlanma Araçları	58,78	NSD	2024-02-04
Takasbank Para Piyasası	0,28	NSD	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	27,47	NSD	2024-02-04
Yatırım Fonları Katılma Payları	13,47	NSD	2024-02-04
Takasbank Para Piyasası	100,0	NTS	2024-02-04
Yatırım Fonları Katılma Payları	70,53	NCS	2024-02-04
Diğer	29,47	NCS	2024-02-04
Yabancı Hisse Senedi	52,2	OPF	2024-02-04
Diğer	0,82	OPF	2024-02-04
Vadeli İşlemler Nakit Teminatları	20,85	OPF	2024-02-04
Özel Sektör Kira Sertifikaları	2,62	OPF	2024-02-04
Yatırım Fonları Katılma Payları	10,45	OPF	2024-02-04
Ters-Repo	4,99	OPF	2024-02-04
Finansman Bonosu	8,07	OPF	2024-02-04
Ters-Repo	85,72	PPP	2024-02-04
Takasbank Para Piyasası	14,28	PPP	2024-02-04
